Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v5
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v5
Training 2000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 375         |
| time/                   |             |
|    fps                  | 5449        |
|    iterations           | 46          |
|    time_elapsed         | 138         |
|    total_timesteps      | 753664      |
| train/                  |             |
|    approx_kl            | 0.050377574 |
|    clip_fraction        | 0.463       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.26        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0394     |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0168     |
|    std                  | 0.171       |
|    value_loss           | 0.00601     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 381        |
| time/                   |            |
|    fps                  | 5452       |
|    iterations           | 47         |
|    time_elapsed         | 141        |
|    total_timesteps      | 770048     |
| train/                  |            |
|    approx_kl            | 0.05148823 |
|    clip_fraction        | 0.457      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.29       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0423    |
|    n_updates            | 460        |
|    policy_gradient_loss | -0.0174    |
|    std                  | 0.171      |
|    value_loss           | 0.00464    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 374         |
| time/                   |             |
|    fps                  | 5454        |
|    iterations           | 48          |
|    time_elapsed         | 144         |
|    total_timesteps      | 786432      |
| train/                  |             |
|    approx_kl            | 0.052552134 |
|    clip_fraction        | 0.472       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.33        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0191     |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.019      |
|    std                  | 0.17        |
|    value_loss           | 0.0062      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 368         |
| time/                   |             |
|    fps                  | 5456        |
|    iterations           | 49          |
|    time_elapsed         | 147         |
|    total_timesteps      | 802816      |
| train/                  |             |
|    approx_kl            | 0.051338926 |
|    clip_fraction        | 0.462       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.37        |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0312     |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0155     |
|    std                  | 0.17        |
|    value_loss           | 0.00526     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 385         |
| time/                   |             |
|    fps                  | 5458        |
|    iterations           | 50          |
|    time_elapsed         | 150         |
|    total_timesteps      | 819200      |
| train/                  |             |
|    approx_kl            | 0.054136094 |
|    clip_fraction        | 0.464       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.4         |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00376    |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.0166     |
|    std                  | 0.17        |
|    value_loss           | 0.00553     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 394        |
| time/                   |            |
|    fps                  | 5461       |
|    iterations           | 51         |
|    time_elapsed         | 152        |
|    total_timesteps      | 835584     |
| train/                  |            |
|    approx_kl            | 0.05222777 |
|    clip_fraction        | 0.472      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.43       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0391    |
|    n_updates            | 500        |
|    policy_gradient_loss | -0.0156    |
|    std                  | 0.169      |
|    value_loss           | 0.00465    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 371         |
| time/                   |             |
|    fps                  | 5460        |
|    iterations           | 52          |
|    time_elapsed         | 156         |
|    total_timesteps      | 851968      |
| train/                  |             |
|    approx_kl            | 0.055213433 |
|    clip_fraction        | 0.467       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.45        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0179     |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 0.169       |
|    value_loss           | 0.00472     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 352         |
| time/                   |             |
|    fps                  | 5462        |
|    iterations           | 53          |
|    time_elapsed         | 158         |
|    total_timesteps      | 868352      |
| train/                  |             |
|    approx_kl            | 0.051113226 |
|    clip_fraction        | 0.459       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.45        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0327     |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.0143     |
|    std                  | 0.169       |
|    value_loss           | 0.00608     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 369        |
| time/                   |            |
|    fps                  | 5465       |
|    iterations           | 54         |
|    time_elapsed         | 161        |
|    total_timesteps      | 884736     |
| train/                  |            |
|    approx_kl            | 0.05794724 |
|    clip_fraction        | 0.49       |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.48       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00978   |
|    n_updates            | 530        |
|    policy_gradient_loss | -0.0173    |
|    std                  | 0.169      |
|    value_loss           | 0.00595    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 385        |
| time/                   |            |
|    fps                  | 5469       |
|    iterations           | 55         |
|    time_elapsed         | 164        |
|    total_timesteps      | 901120     |
| train/                  |            |
|    approx_kl            | 0.05573024 |
|    clip_fraction        | 0.47       |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.5        |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0395    |
|    n_updates            | 540        |
|    policy_gradient_loss | -0.0166    |
|    std                  | 0.169      |
|    value_loss           | 0.00432    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 380         |
| time/                   |             |
|    fps                  | 5472        |
|    iterations           | 56          |
|    time_elapsed         | 167         |
|    total_timesteps      | 917504      |
| train/                  |             |
|    approx_kl            | 0.057747632 |
|    clip_fraction        | 0.48        |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.53        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0293     |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.0147     |
|    std                  | 0.168       |
|    value_loss           | 0.00547     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 397         |
| time/                   |             |
|    fps                  | 5478        |
|    iterations           | 57          |
|    time_elapsed         | 170         |
|    total_timesteps      | 933888      |
| train/                  |             |
|    approx_kl            | 0.059228342 |
|    clip_fraction        | 0.486       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.55        |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0289     |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 0.168       |
|    value_loss           | 0.0048      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 387        |
| time/                   |            |
|    fps                  | 5479       |
|    iterations           | 58         |
|    time_elapsed         | 173        |
|    total_timesteps      | 950272     |
| train/                  |            |
|    approx_kl            | 0.05771764 |
|    clip_fraction        | 0.483      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.58       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0298    |
|    n_updates            | 570        |
|    policy_gradient_loss | -0.0158    |
|    std                  | 0.168      |
|    value_loss           | 0.00416    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 387         |
| time/                   |             |
|    fps                  | 5485        |
|    iterations           | 59          |
|    time_elapsed         | 176         |
|    total_timesteps      | 966656      |
| train/                  |             |
|    approx_kl            | 0.056728348 |
|    clip_fraction        | 0.485       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.6         |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0322     |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.0145     |
|    std                  | 0.168       |
|    value_loss           | 0.00487     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 406         |
| time/                   |             |
|    fps                  | 5489        |
|    iterations           | 60          |
|    time_elapsed         | 179         |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.056013077 |
|    clip_fraction        | 0.482       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.65        |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0366     |
|    n_updates            | 590         |
|    policy_gradient_loss | -0.0146     |
|    std                  | 0.167       |
|    value_loss           | 0.00444     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 396         |
| time/                   |             |
|    fps                  | 5492        |
|    iterations           | 61          |
|    time_elapsed         | 181         |
|    total_timesteps      | 999424      |
| train/                  |             |
|    approx_kl            | 0.058059562 |
|    clip_fraction        | 0.487       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.68        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0173     |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0119     |
|    std                  | 0.167       |
|    value_loss           | 0.00454     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 408        |
| time/                   |            |
|    fps                  | 5494       |
|    iterations           | 62         |
|    time_elapsed         | 184        |
|    total_timesteps      | 1015808    |
| train/                  |            |
|    approx_kl            | 0.05902045 |
|    clip_fraction        | 0.485      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.71       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0266    |
|    n_updates            | 610        |
|    policy_gradient_loss | -0.0154    |
|    std                  | 0.167      |
|    value_loss           | 0.00474    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 413        |
| time/                   |            |
|    fps                  | 5501       |
|    iterations           | 63         |
|    time_elapsed         | 187        |
|    total_timesteps      | 1032192    |
| train/                  |            |
|    approx_kl            | 0.05593095 |
|    clip_fraction        | 0.481      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.74       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0249    |
|    n_updates            | 620        |
|    policy_gradient_loss | -0.0161    |
|    std                  | 0.166      |
|    value_loss           | 0.00347    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 417         |
| time/                   |             |
|    fps                  | 5507        |
|    iterations           | 64          |
|    time_elapsed         | 190         |
|    total_timesteps      | 1048576     |
| train/                  |             |
|    approx_kl            | 0.060815517 |
|    clip_fraction        | 0.489       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.77        |
|    explained_variance   | 0.987       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0229     |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.0151     |
|    std                  | 0.166       |
|    value_loss           | 0.00408     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 405        |
| time/                   |            |
|    fps                  | 5508       |
|    iterations           | 65         |
|    time_elapsed         | 193        |
|    total_timesteps      | 1064960    |
| train/                  |            |
|    approx_kl            | 0.05746373 |
|    clip_fraction        | 0.49       |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.81       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0238    |
|    n_updates            | 640        |
|    policy_gradient_loss | -0.0149    |
|    std                  | 0.166      |
|    value_loss           | 0.00409    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 375         |
| time/                   |             |
|    fps                  | 5510        |
|    iterations           | 66          |
|    time_elapsed         | 196         |
|    total_timesteps      | 1081344     |
| train/                  |             |
|    approx_kl            | 0.059624705 |
|    clip_fraction        | 0.489       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.82        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0208     |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.0165     |
|    std                  | 0.166       |
|    value_loss           | 0.00417     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 368        |
| time/                   |            |
|    fps                  | 5511       |
|    iterations           | 67         |
|    time_elapsed         | 199        |
|    total_timesteps      | 1097728    |
| train/                  |            |
|    approx_kl            | 0.06485818 |
|    clip_fraction        | 0.497      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.86       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0287    |
|    n_updates            | 660        |
|    policy_gradient_loss | -0.0154    |
|    std                  | 0.165      |
|    value_loss           | 0.00544    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 370        |
| time/                   |            |
|    fps                  | 5512       |
|    iterations           | 68         |
|    time_elapsed         | 202        |
|    total_timesteps      | 1114112    |
| train/                  |            |
|    approx_kl            | 0.06360361 |
|    clip_fraction        | 0.5        |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.9        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0269    |
|    n_updates            | 670        |
|    policy_gradient_loss | -0.0172    |
|    std                  | 0.165      |
|    value_loss           | 0.00507    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 391        |
| time/                   |            |
|    fps                  | 5512       |
|    iterations           | 69         |
|    time_elapsed         | 205        |
|    total_timesteps      | 1130496    |
| train/                  |            |
|    approx_kl            | 0.06263504 |
|    clip_fraction        | 0.499      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.92       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0182    |
|    n_updates            | 680        |
|    policy_gradient_loss | -0.0142    |
|    std                  | 0.165      |
|    value_loss           | 0.00561    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 402        |
| time/                   |            |
|    fps                  | 5514       |
|    iterations           | 70         |
|    time_elapsed         | 207        |
|    total_timesteps      | 1146880    |
| train/                  |            |
|    approx_kl            | 0.06308587 |
|    clip_fraction        | 0.505      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.91       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0307    |
|    n_updates            | 690        |
|    policy_gradient_loss | -0.0146    |
|    std                  | 0.165      |
|    value_loss           | 0.00412    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 398        |
| time/                   |            |
|    fps                  | 5518       |
|    iterations           | 71         |
|    time_elapsed         | 210        |
|    total_timesteps      | 1163264    |
| train/                  |            |
|    approx_kl            | 0.06287849 |
|    clip_fraction        | 0.495      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.92       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0259    |
|    n_updates            | 700        |
|    policy_gradient_loss | -0.0176    |
|    std                  | 0.165      |
|    value_loss           | 0.00477    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 425         |
| time/                   |             |
|    fps                  | 5524        |
|    iterations           | 72          |
|    time_elapsed         | 213         |
|    total_timesteps      | 1179648     |
| train/                  |             |
|    approx_kl            | 0.064287454 |
|    clip_fraction        | 0.5         |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.97        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0326     |
|    n_updates            | 710         |
|    policy_gradient_loss | -0.0153     |
|    std                  | 0.164       |
|    value_loss           | 0.00355     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 407         |
| time/                   |             |
|    fps                  | 5524        |
|    iterations           | 73          |
|    time_elapsed         | 216         |
|    total_timesteps      | 1196032     |
| train/                  |             |
|    approx_kl            | 0.063179694 |
|    clip_fraction        | 0.499       |
|    clip_range           | 0.2         |
|    entropy_loss         | 7.03        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0256     |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.0151     |
|    std                  | 0.164       |
|    value_loss           | 0.00322     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 394        |
| time/                   |            |
|    fps                  | 5526       |
|    iterations           | 74         |
|    time_elapsed         | 219        |
|    total_timesteps      | 1212416    |
| train/                  |            |
|    approx_kl            | 0.06758796 |
|    clip_fraction        | 0.51       |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.04       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0338    |
|    n_updates            | 730        |
|    policy_gradient_loss | -0.013     |
|    std                  | 0.164      |
|    value_loss           | 0.00469    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 400        |
| time/                   |            |
|    fps                  | 5529       |
|    iterations           | 75         |
|    time_elapsed         | 222        |
|    total_timesteps      | 1228800    |
| train/                  |            |
|    approx_kl            | 0.06598188 |
|    clip_fraction        | 0.5        |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.04       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0273    |
|    n_updates            | 740        |
|    policy_gradient_loss | -0.0159    |
|    std                  | 0.164      |
|    value_loss           | 0.00467    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 411        |
| time/                   |            |
|    fps                  | 5531       |
|    iterations           | 76         |
|    time_elapsed         | 225        |
|    total_timesteps      | 1245184    |
| train/                  |            |
|    approx_kl            | 0.06783454 |
|    clip_fraction        | 0.506      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.06       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0115    |
|    n_updates            | 750        |
|    policy_gradient_loss | -0.0123    |
|    std                  | 0.163      |
|    value_loss           | 0.00382    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 408        |
| time/                   |            |
|    fps                  | 5535       |
|    iterations           | 77         |
|    time_elapsed         | 227        |
|    total_timesteps      | 1261568    |
| train/                  |            |
|    approx_kl            | 0.06335094 |
|    clip_fraction        | 0.509      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.09       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0343    |
|    n_updates            | 760        |
|    policy_gradient_loss | -0.0164    |
|    std                  | 0.163      |
|    value_loss           | 0.00362    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 413        |
| time/                   |            |
|    fps                  | 5538       |
|    iterations           | 78         |
|    time_elapsed         | 230        |
|    total_timesteps      | 1277952    |
| train/                  |            |
|    approx_kl            | 0.06768254 |
|    clip_fraction        | 0.511      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.12       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0313    |
|    n_updates            | 770        |
|    policy_gradient_loss | -0.0141    |
|    std                  | 0.163      |
|    value_loss           | 0.0043     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 416        |
| time/                   |            |
|    fps                  | 5541       |
|    iterations           | 79         |
|    time_elapsed         | 233        |
|    total_timesteps      | 1294336    |
| train/                  |            |
|    approx_kl            | 0.06359241 |
|    clip_fraction        | 0.514      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.13       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0198    |
|    n_updates            | 780        |
|    policy_gradient_loss | -0.0128    |
|    std                  | 0.163      |
|    value_loss           | 0.00416    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 384       |
| time/                   |           |
|    fps                  | 5543      |
|    iterations           | 80        |
|    time_elapsed         | 236       |
|    total_timesteps      | 1310720   |
| train/                  |           |
|    approx_kl            | 0.0641975 |
|    clip_fraction        | 0.498     |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.19      |
|    explained_variance   | 0.993     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.00496  |
|    n_updates            | 790       |
|    policy_gradient_loss | -0.0158   |
|    std                  | 0.162     |
|    value_loss           | 0.00451   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 395        |
| time/                   |            |
|    fps                  | 5546       |
|    iterations           | 81         |
|    time_elapsed         | 239        |
|    total_timesteps      | 1327104    |
| train/                  |            |
|    approx_kl            | 0.06803317 |
|    clip_fraction        | 0.512      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.25       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0165    |
|    n_updates            | 800        |
|    policy_gradient_loss | -0.0138    |
|    std                  | 0.162      |
|    value_loss           | 0.00441    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 422       |
| time/                   |           |
|    fps                  | 5550      |
|    iterations           | 82        |
|    time_elapsed         | 242       |
|    total_timesteps      | 1343488   |
| train/                  |           |
|    approx_kl            | 0.0647641 |
|    clip_fraction        | 0.516     |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.28      |
|    explained_variance   | 0.993     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0208   |
|    n_updates            | 810       |
|    policy_gradient_loss | -0.0161   |
|    std                  | 0.162     |
|    value_loss           | 0.00347   |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 409         |
| time/                   |             |
|    fps                  | 5551        |
|    iterations           | 83          |
|    time_elapsed         | 244         |
|    total_timesteps      | 1359872     |
| train/                  |             |
|    approx_kl            | 0.064000785 |
|    clip_fraction        | 0.51        |
|    clip_range           | 0.2         |
|    entropy_loss         | 7.3         |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0163     |
|    n_updates            | 820         |
|    policy_gradient_loss | -0.0136     |
|    std                  | 0.161       |
|    value_loss           | 0.00362     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 393       |
| time/                   |           |
|    fps                  | 5553      |
|    iterations           | 84        |
|    time_elapsed         | 247       |
|    total_timesteps      | 1376256   |
| train/                  |           |
|    approx_kl            | 0.0674198 |
|    clip_fraction        | 0.52      |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.33      |
|    explained_variance   | 0.993     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0348   |
|    n_updates            | 830       |
|    policy_gradient_loss | -0.0144   |
|    std                  | 0.161     |
|    value_loss           | 0.00451   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 397        |
| time/                   |            |
|    fps                  | 5555       |
|    iterations           | 85         |
|    time_elapsed         | 250        |
|    total_timesteps      | 1392640    |
| train/                  |            |
|    approx_kl            | 0.07169031 |
|    clip_fraction        | 0.53       |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.35       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.036     |
|    n_updates            | 840        |
|    policy_gradient_loss | -0.0117    |
|    std                  | 0.161      |
|    value_loss           | 0.00516    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 405        |
| time/                   |            |
|    fps                  | 5558       |
|    iterations           | 86         |
|    time_elapsed         | 253        |
|    total_timesteps      | 1409024    |
| train/                  |            |
|    approx_kl            | 0.06830956 |
|    clip_fraction        | 0.518      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.37       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.028     |
|    n_updates            | 850        |
|    policy_gradient_loss | -0.0128    |
|    std                  | 0.161      |
|    value_loss           | 0.00371    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 400         |
| time/                   |             |
|    fps                  | 5562        |
|    iterations           | 87          |
|    time_elapsed         | 256         |
|    total_timesteps      | 1425408     |
| train/                  |             |
|    approx_kl            | 0.067105904 |
|    clip_fraction        | 0.525       |
|    clip_range           | 0.2         |
|    entropy_loss         | 7.41        |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0126     |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.0148     |
|    std                  | 0.16        |
|    value_loss           | 0.00363     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 382        |
| time/                   |            |
|    fps                  | 5560       |
|    iterations           | 88         |
|    time_elapsed         | 259        |
|    total_timesteps      | 1441792    |
| train/                  |            |
|    approx_kl            | 0.06964916 |
|    clip_fraction        | 0.525      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.47       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.018     |
|    n_updates            | 870        |
|    policy_gradient_loss | -0.0148    |
|    std                  | 0.16       |
|    value_loss           | 0.00414    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 394         |
| time/                   |             |
|    fps                  | 5563        |
|    iterations           | 89          |
|    time_elapsed         | 262         |
|    total_timesteps      | 1458176     |
| train/                  |             |
|    approx_kl            | 0.077390544 |
|    clip_fraction        | 0.535       |
|    clip_range           | 0.2         |
|    entropy_loss         | 7.51        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0249     |
|    n_updates            | 880         |
|    policy_gradient_loss | -0.0143     |
|    std                  | 0.159       |
|    value_loss           | 0.00528     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 414        |
| time/                   |            |
|    fps                  | 5566       |
|    iterations           | 90         |
|    time_elapsed         | 264        |
|    total_timesteps      | 1474560    |
| train/                  |            |
|    approx_kl            | 0.06959488 |
|    clip_fraction        | 0.517      |
|    clip_range           | 0.2        |
