Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Training 5000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 315         |
| time/                   |             |
|    fps                  | 4786        |
|    iterations           | 80          |
|    time_elapsed         | 273         |
|    total_timesteps      | 1310720     |
| train/                  |             |
|    approx_kl            | 0.102020785 |
|    clip_fraction        | 0.594       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.59        |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.023      |
|    n_updates            | 790         |
|    policy_gradient_loss | -0.00639    |
|    std                  | 0.168       |
|    value_loss           | 0.00553     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 316       |
| time/                   |           |
|    fps                  | 4788      |
|    iterations           | 81        |
|    time_elapsed         | 277       |
|    total_timesteps      | 1327104   |
| train/                  |           |
|    approx_kl            | 0.1127173 |
|    clip_fraction        | 0.603     |
|    clip_range           | 0.2       |
|    entropy_loss         | 6.62      |
|    explained_variance   | 0.99      |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0282   |
|    n_updates            | 800       |
|    policy_gradient_loss | -0.00816  |
|    std                  | 0.167     |
|    value_loss           | 0.00694   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 324        |
| time/                   |            |
|    fps                  | 4790       |
|    iterations           | 82         |
|    time_elapsed         | 280        |
|    total_timesteps      | 1343488    |
| train/                  |            |
|    approx_kl            | 0.11139114 |
|    clip_fraction        | 0.595      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.66       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0226    |
|    n_updates            | 810        |
|    policy_gradient_loss | -0.00507   |
|    std                  | 0.167      |
|    value_loss           | 0.00539    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 326        |
| time/                   |            |
|    fps                  | 4794       |
|    iterations           | 83         |
|    time_elapsed         | 283        |
|    total_timesteps      | 1359872    |
| train/                  |            |
|    approx_kl            | 0.11304874 |
|    clip_fraction        | 0.611      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.69       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0218    |
|    n_updates            | 820        |
|    policy_gradient_loss | -0.00631   |
|    std                  | 0.167      |
|    value_loss           | 0.00579    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 334       |
| time/                   |           |
|    fps                  | 4795      |
|    iterations           | 84        |
|    time_elapsed         | 287       |
|    total_timesteps      | 1376256   |
| train/                  |           |
|    approx_kl            | 0.1137754 |
|    clip_fraction        | 0.609     |
|    clip_range           | 0.2       |
|    entropy_loss         | 6.73      |
|    explained_variance   | 0.988     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0129   |
|    n_updates            | 830       |
|    policy_gradient_loss | -0.00502  |
|    std                  | 0.166     |
|    value_loss           | 0.00561   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 336        |
| time/                   |            |
|    fps                  | 4796       |
|    iterations           | 85         |
|    time_elapsed         | 290        |
|    total_timesteps      | 1392640    |
| train/                  |            |
|    approx_kl            | 0.11726489 |
|    clip_fraction        | 0.612      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.76       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00152   |
|    n_updates            | 840        |
|    policy_gradient_loss | -0.00538   |
|    std                  | 0.166      |
|    value_loss           | 0.00716    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 340        |
| time/                   |            |
|    fps                  | 4798       |
|    iterations           | 86         |
|    time_elapsed         | 293        |
|    total_timesteps      | 1409024    |
| train/                  |            |
|    approx_kl            | 0.10977267 |
|    clip_fraction        | 0.594      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.71       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0311    |
|    n_updates            | 850        |
|    policy_gradient_loss | -0.00848   |
|    std                  | 0.167      |
|    value_loss           | 0.00488    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 320        |
| time/                   |            |
|    fps                  | 4800       |
|    iterations           | 87         |
|    time_elapsed         | 296        |
|    total_timesteps      | 1425408    |
| train/                  |            |
|    approx_kl            | 0.10987939 |
|    clip_fraction        | 0.603      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.7        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0112    |
|    n_updates            | 860        |
|    policy_gradient_loss | -0.00585   |
|    std                  | 0.167      |
|    value_loss           | 0.00544    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 310        |
| time/                   |            |
|    fps                  | 4801       |
|    iterations           | 88         |
|    time_elapsed         | 300        |
|    total_timesteps      | 1441792    |
| train/                  |            |
|    approx_kl            | 0.11459438 |
|    clip_fraction        | 0.609      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.7        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0231    |
|    n_updates            | 870        |
|    policy_gradient_loss | -0.00649   |
|    std                  | 0.167      |
|    value_loss           | 0.0072     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 327        |
| time/                   |            |
|    fps                  | 4804       |
|    iterations           | 89         |
|    time_elapsed         | 303        |
|    total_timesteps      | 1458176    |
| train/                  |            |
|    approx_kl            | 0.11622107 |
|    clip_fraction        | 0.614      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.7        |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0184    |
|    n_updates            | 880        |
|    policy_gradient_loss | -0.0085    |
|    std                  | 0.167      |
|    value_loss           | 0.00575    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 335        |
| time/                   |            |
|    fps                  | 4806       |
|    iterations           | 90         |
|    time_elapsed         | 306        |
|    total_timesteps      | 1474560    |
| train/                  |            |
|    approx_kl            | 0.11795202 |
|    clip_fraction        | 0.608      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.69       |
|    explained_variance   | 0.988      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0142    |
|    n_updates            | 890        |
|    policy_gradient_loss | -0.00753   |
|    std                  | 0.167      |
|    value_loss           | 0.0059     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 321        |
| time/                   |            |
|    fps                  | 4806       |
|    iterations           | 91         |
|    time_elapsed         | 310        |
|    total_timesteps      | 1490944    |
| train/                  |            |
|    approx_kl            | 0.12510525 |
|    clip_fraction        | 0.609      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.68       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0228    |
|    n_updates            | 900        |
|    policy_gradient_loss | -0.00801   |
|    std                  | 0.167      |
|    value_loss           | 0.00587    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 301        |
| time/                   |            |
|    fps                  | 4808       |
|    iterations           | 92         |
|    time_elapsed         | 313        |
|    total_timesteps      | 1507328    |
| train/                  |            |
|    approx_kl            | 0.12767611 |
|    clip_fraction        | 0.619      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.72       |
|    explained_variance   | 0.988      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0266    |
|    n_updates            | 910        |
|    policy_gradient_loss | -0.00638   |
|    std                  | 0.167      |
|    value_loss           | 0.00705    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 330        |
| time/                   |            |
|    fps                  | 4811       |
|    iterations           | 93         |
|    time_elapsed         | 316        |
|    total_timesteps      | 1523712    |
| train/                  |            |
|    approx_kl            | 0.12861195 |
|    clip_fraction        | 0.627      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.76       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0258    |
|    n_updates            | 920        |
|    policy_gradient_loss | -0.00533   |
|    std                  | 0.166      |
|    value_loss           | 0.00584    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 356        |
| time/                   |            |
|    fps                  | 4813       |
|    iterations           | 94         |
|    time_elapsed         | 319        |
|    total_timesteps      | 1540096    |
| train/                  |            |
|    approx_kl            | 0.11355658 |
|    clip_fraction        | 0.606      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.76       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0151    |
|    n_updates            | 930        |
|    policy_gradient_loss | -0.00744   |
|    std                  | 0.166      |
|    value_loss           | 0.0043     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 381        |
| time/                   |            |
|    fps                  | 4817       |
|    iterations           | 95         |
|    time_elapsed         | 323        |
|    total_timesteps      | 1556480    |
| train/                  |            |
|    approx_kl            | 0.11302166 |
|    clip_fraction        | 0.61       |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.79       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0276    |
|    n_updates            | 940        |
|    policy_gradient_loss | -0.00647   |
|    std                  | 0.166      |
|    value_loss           | 0.0049     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 371        |
| time/                   |            |
|    fps                  | 4820       |
|    iterations           | 96         |
|    time_elapsed         | 326        |
|    total_timesteps      | 1572864    |
| train/                  |            |
|    approx_kl            | 0.12218159 |
|    clip_fraction        | 0.607      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.82       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0242    |
|    n_updates            | 950        |
|    policy_gradient_loss | -0.00773   |
|    std                  | 0.166      |
|    value_loss           | 0.00418    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 340         |
| time/                   |             |
|    fps                  | 4822        |
|    iterations           | 97          |
|    time_elapsed         | 329         |
|    total_timesteps      | 1589248     |
| train/                  |             |
|    approx_kl            | 0.108763844 |
|    clip_fraction        | 0.609       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6.84        |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0117     |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.00742    |
|    std                  | 0.166       |
|    value_loss           | 0.00475     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 344        |
| time/                   |            |
|    fps                  | 4824       |
|    iterations           | 98         |
|    time_elapsed         | 332        |
|    total_timesteps      | 1605632    |
| train/                  |            |
|    approx_kl            | 0.13046974 |
|    clip_fraction        | 0.619      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.85       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00915   |
|    n_updates            | 970        |
|    policy_gradient_loss | -0.00811   |
|    std                  | 0.165      |
|    value_loss           | 0.00705    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 328        |
| time/                   |            |
|    fps                  | 4826       |
|    iterations           | 99         |
|    time_elapsed         | 336        |
|    total_timesteps      | 1622016    |
| train/                  |            |
|    approx_kl            | 0.12929094 |
|    clip_fraction        | 0.621      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.88       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0237    |
|    n_updates            | 980        |
|    policy_gradient_loss | -0.0039    |
|    std                  | 0.165      |
|    value_loss           | 0.0049     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 328        |
| time/                   |            |
|    fps                  | 4827       |
|    iterations           | 100        |
|    time_elapsed         | 339        |
|    total_timesteps      | 1638400    |
| train/                  |            |
|    approx_kl            | 0.12952617 |
|    clip_fraction        | 0.624      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.91       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0261    |
|    n_updates            | 990        |
|    policy_gradient_loss | -0.0064    |
|    std                  | 0.165      |
|    value_loss           | 0.00647    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 344        |
| time/                   |            |
|    fps                  | 4830       |
|    iterations           | 101        |
|    time_elapsed         | 342        |
|    total_timesteps      | 1654784    |
| train/                  |            |
|    approx_kl            | 0.12551017 |
|    clip_fraction        | 0.628      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.93       |
|    explained_variance   | 0.988      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00291    |
|    n_updates            | 1000       |
|    policy_gradient_loss | -0.00809   |
|    std                  | 0.165      |
|    value_loss           | 0.00632    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 348        |
| time/                   |            |
|    fps                  | 4831       |
|    iterations           | 102        |
|    time_elapsed         | 345        |
|    total_timesteps      | 1671168    |
| train/                  |            |
|    approx_kl            | 0.12978268 |
|    clip_fraction        | 0.616      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.99       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0208    |
|    n_updates            | 1010       |
|    policy_gradient_loss | -0.00472   |
|    std                  | 0.164      |
|    value_loss           | 0.00545    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 338        |
| time/                   |            |
|    fps                  | 4833       |
|    iterations           | 103        |
|    time_elapsed         | 349        |
|    total_timesteps      | 1687552    |
| train/                  |            |
|    approx_kl            | 0.12438801 |
|    clip_fraction        | 0.619      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.01       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0307    |
|    n_updates            | 1020       |
|    policy_gradient_loss | -0.00589   |
|    std                  | 0.164      |
|    value_loss           | 0.00528    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 334        |
| time/                   |            |
|    fps                  | 4835       |
|    iterations           | 104        |
|    time_elapsed         | 352        |
|    total_timesteps      | 1703936    |
| train/                  |            |
|    approx_kl            | 0.12301925 |
|    clip_fraction        | 0.627      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.03       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0138    |
|    n_updates            | 1030       |
|    policy_gradient_loss | -0.00682   |
|    std                  | 0.164      |
|    value_loss           | 0.00584    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 320        |
| time/                   |            |
|    fps                  | 4835       |
|    iterations           | 105        |
|    time_elapsed         | 355        |
|    total_timesteps      | 1720320    |
| train/                  |            |
|    approx_kl            | 0.12848744 |
|    clip_fraction        | 0.62       |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.07       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00041    |
|    n_updates            | 1040       |
|    policy_gradient_loss | -0.0047    |
|    std                  | 0.163      |
|    value_loss           | 0.00569    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 334       |
| time/                   |           |
|    fps                  | 4837      |
|    iterations           | 106       |
|    time_elapsed         | 359       |
|    total_timesteps      | 1736704   |
| train/                  |           |
|    approx_kl            | 0.1214606 |
|    clip_fraction        | 0.627     |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.07      |
|    explained_variance   | 0.99      |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0256   |
|    n_updates            | 1050      |
|    policy_gradient_loss | -0.0065   |
|    std                  | 0.163     |
|    value_loss           | 0.00656   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 358        |
| time/                   |            |
|    fps                  | 4841       |
|    iterations           | 107        |
|    time_elapsed         | 362        |
|    total_timesteps      | 1753088    |
| train/                  |            |
|    approx_kl            | 0.12401311 |
|    clip_fraction        | 0.624      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.07       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0173    |
|    n_updates            | 1060       |
|    policy_gradient_loss | -0.00597   |
|    std                  | 0.163      |
|    value_loss           | 0.00562    |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 300      |
|    ep_rew_mean          | 345      |
| time/                   |          |
|    fps                  | 4842     |
|    iterations           | 108      |
|    time_elapsed         | 365      |
|    total_timesteps      | 1769472  |
| train/                  |          |
|    approx_kl            | 0.132614 |
|    clip_fraction        | 0.622    |
|    clip_range           | 0.2      |
|    entropy_loss         | 7.11     |
|    explained_variance   | 0.988    |
|    learning_rate        | 0.0003   |
|    loss                 | -0.0427  |
|    n_updates            | 1070     |
|    policy_gradient_loss | -0.0083  |
|    std                  | 0.163    |
|    value_loss           | 0.00524  |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 340        |
| time/                   |            |
|    fps                  | 4844       |
|    iterations           | 109        |
|    time_elapsed         | 368        |
|    total_timesteps      | 1785856    |
| train/                  |            |
|    approx_kl            | 0.12680551 |
|    clip_fraction        | 0.632      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.14       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0181    |
|    n_updates            | 1080       |
|    policy_gradient_loss | -0.00624   |
|    std                  | 0.163      |
|    value_loss           | 0.00562    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 342        |
| time/                   |            |
|    fps                  | 4845       |
|    iterations           | 110        |
|    time_elapsed         | 371        |
|    total_timesteps      | 1802240    |
| train/                  |            |
|    approx_kl            | 0.13670096 |
|    clip_fraction        | 0.63       |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.14       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.79e-05   |
|    n_updates            | 1090       |
|    policy_gradient_loss | -0.00768   |
|    std                  | 0.163      |
|    value_loss           | 0.00453    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 348        |
| time/                   |            |
|    fps                  | 4847       |
|    iterations           | 111        |
|    time_elapsed         | 375        |
|    total_timesteps      | 1818624    |
| train/                  |            |
|    approx_kl            | 0.13387491 |
|    clip_fraction        | 0.621      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.15       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.019     |
|    n_updates            | 1100       |
|    policy_gradient_loss | -0.00557   |
|    std                  | 0.163      |
|    value_loss           | 0.00551    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 344       |
| time/                   |           |
|    fps                  | 4849      |
|    iterations           | 112       |
|    time_elapsed         | 378       |
|    total_timesteps      | 1835008   |
| train/                  |           |
|    approx_kl            | 0.1294028 |
|    clip_fraction        | 0.626     |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.17      |
|    explained_variance   | 0.989     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0231   |
|    n_updates            | 1110      |
|    policy_gradient_loss | -0.00794  |
|    std                  | 0.162     |
|    value_loss           | 0.00432   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 353        |
| time/                   |            |
|    fps                  | 4851       |
|    iterations           | 113        |
|    time_elapsed         | 381        |
|    total_timesteps      | 1851392    |
| train/                  |            |
|    approx_kl            | 0.12863117 |
|    clip_fraction        | 0.628      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.2        |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0187    |
|    n_updates            | 1120       |
|    policy_gradient_loss | -0.00696   |
|    std                  | 0.162      |
|    value_loss           | 0.00554    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 340        |
| time/                   |            |
|    fps                  | 4852       |
|    iterations           | 114        |
|    time_elapsed         | 384        |
|    total_timesteps      | 1867776    |
| train/                  |            |
|    approx_kl            | 0.13187465 |
|    clip_fraction        | 0.622      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.24       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0203    |
|    n_updates            | 1130       |
|    policy_gradient_loss | -0.00953   |
|    std                  | 0.162      |
|    value_loss           | 0.004      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 354        |
| time/                   |            |
|    fps                  | 4856       |
|    iterations           | 115        |
|    time_elapsed         | 387        |
|    total_timesteps      | 1884160    |
| train/                  |            |
|    approx_kl            | 0.14288092 |
|    clip_fraction        | 0.638      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.27       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0282    |
|    n_updates            | 1140       |
|    policy_gradient_loss | -0.00447   |
|    std                  | 0.162      |
|    value_loss           | 0.00633    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 365        |
| time/                   |            |
|    fps                  | 4857       |
|    iterations           | 116        |
|    time_elapsed         | 391        |
|    total_timesteps      | 1900544    |
| train/                  |            |
|    approx_kl            | 0.12531045 |
|    clip_fraction        | 0.626      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.27       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0246    |
|    n_updates            | 1150       |
|    policy_gradient_loss | -0.00799   |
|    std                  | 0.162      |
|    value_loss           | 0.00374    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 331       |
| time/                   |           |
|    fps                  | 4858      |
|    iterations           | 117       |
|    time_elapsed         | 394       |
|    total_timesteps      | 1916928   |
| train/                  |           |
|    approx_kl            | 0.1583305 |
|    clip_fraction        | 0.646     |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.3       |
|    explained_variance   | 0.99      |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0308   |
|    n_updates            | 1160      |
|    policy_gradient_loss | -0.00676  |
|    std                  | 0.161     |
|    value_loss           | 0.00495   |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 338       |
| time/                   |           |
|    fps                  | 4860      |
|    iterations           | 118       |
|    time_elapsed         | 397       |
|    total_timesteps      | 1933312   |
| train/                  |           |
|    approx_kl            | 0.1324891 |
|    clip_fraction        | 0.643     |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.34      |
|    explained_variance   | 0.992     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0116   |
|    n_updates            | 1170      |
|    policy_gradient_loss | -0.00379  |
|    std                  | 0.161     |
|    value_loss           | 0.00547   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 345        |
| time/                   |            |
|    fps                  | 4862       |
|    iterations           | 119        |
|    time_elapsed         | 400        |
|    total_timesteps      | 1949696    |
| train/                  |            |
|    approx_kl            | 0.13623756 |
|    clip_fraction        | 0.637      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.36       |
|    explained_variance   | 0.988      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00483   |
|    n_updates            | 1180       |
|    policy_gradient_loss | -0.00602   |
|    std                  | 0.161      |
|    value_loss           | 0.00565    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 356       |
| time/                   |           |
|    fps                  | 4863      |
|    iterations           | 120       |
|    time_elapsed         | 404       |
|    total_timesteps      | 1966080   |
| train/                  |           |
|    approx_kl            | 0.1314325 |
|    clip_fraction        | 0.627     |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.38      |
|    explained_variance   | 0.992     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.00203   |
|    n_updates            | 1190      |
|    policy_gradient_loss | -0.00518  |
|    std                  | 0.161     |
|    value_loss           | 0.00579   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 334        |
| time/                   |            |
|    fps                  | 4864       |
|    iterations           | 121        |
|    time_elapsed         | 407        |
|    total_timesteps      | 1982464    |
| train/                  |            |
|    approx_kl            | 0.13062549 |
|    clip_fraction        | 0.634      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.38       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0196    |
|    n_updates            | 1200       |
|    policy_gradient_loss | -0.0036    |
|    std                  | 0.161      |
|    value_loss           | 0.00491    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 308       |
| time/                   |           |
|    fps                  | 4864      |
|    iterations           | 122       |
|    time_elapsed         | 410       |
|    total_timesteps      | 1998848   |
| train/                  |           |
|    approx_kl            | 0.1534647 |
|    clip_fraction        | 0.654     |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.39      |
|    explained_variance   | 0.992     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0186   |
|    n_updates            | 1210      |
|    policy_gradient_loss | -0.00406  |
|    std                  | 0.16      |
|    value_loss           | 0.00627   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 326        |
| time/                   |            |
|    fps                  | 4866       |
|    iterations           | 123        |
|    time_elapsed         | 414        |
|    total_timesteps      | 2015232    |
| train/                  |            |
|    approx_kl            | 0.16113734 |
|    clip_fraction        | 0.655      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.4        |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.011     |
|    n_updates            | 1220       |
|    policy_gradient_loss | -0.00541   |
|    std                  | 0.161      |
|    value_loss           | 0.00579    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 325        |
| time/                   |            |
|    fps                  | 4867       |
|    iterations           | 124        |
|    time_elapsed         | 417        |
|    total_timesteps      | 2031616    |
| train/                  |            |
|    approx_kl            | 0.13922966 |
|    clip_fraction        | 0.641      |
