Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v1
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v1
Training 1000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0452     |
|    std                  | 0.946       |
|    value_loss           | 0.0573      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 299         |
|    ep_rew_mean          | 110         |
| time/                   |             |
|    fps                  | 4415        |
|    iterations           | 46          |
|    time_elapsed         | 170         |
|    total_timesteps      | 753664      |
| train/                  |             |
|    approx_kl            | 0.021103438 |
|    clip_fraction        | 0.249       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.6       |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.169      |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0466     |
|    std                  | 0.947       |
|    value_loss           | 0.0491      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 299         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 4413        |
|    iterations           | 47          |
|    time_elapsed         | 174         |
|    total_timesteps      | 770048      |
| train/                  |             |
|    approx_kl            | 0.022344928 |
|    clip_fraction        | 0.254       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.5       |
|    explained_variance   | 0.872       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.17       |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0487     |
|    std                  | 0.946       |
|    value_loss           | 0.0491      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 299         |
|    ep_rew_mean          | 120         |
| time/                   |             |
|    fps                  | 4412        |
|    iterations           | 48          |
|    time_elapsed         | 178         |
|    total_timesteps      | 786432      |
| train/                  |             |
|    approx_kl            | 0.021716014 |
|    clip_fraction        | 0.261       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.5       |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.177      |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0488     |
|    std                  | 0.946       |
|    value_loss           | 0.0468      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 299         |
|    ep_rew_mean          | 121         |
| time/                   |             |
|    fps                  | 4411        |
|    iterations           | 49          |
|    time_elapsed         | 181         |
|    total_timesteps      | 802816      |
| train/                  |             |
|    approx_kl            | 0.021190647 |
|    clip_fraction        | 0.258       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.5       |
|    explained_variance   | 0.892       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.174      |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0465     |
|    std                  | 0.945       |
|    value_loss           | 0.0485      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 126        |
| time/                   |            |
|    fps                  | 4410       |
|    iterations           | 50         |
|    time_elapsed         | 185        |
|    total_timesteps      | 819200     |
| train/                  |            |
|    approx_kl            | 0.02191817 |
|    clip_fraction        | 0.255      |
|    clip_range           | 0.2        |
|    entropy_loss         | -24.5      |
|    explained_variance   | 0.883      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.182     |
|    n_updates            | 490        |
|    policy_gradient_loss | -0.0492    |
|    std                  | 0.944      |
|    value_loss           | 0.0422     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 296         |
|    ep_rew_mean          | 128         |
| time/                   |             |
|    fps                  | 4410        |
|    iterations           | 51          |
|    time_elapsed         | 189         |
|    total_timesteps      | 835584      |
| train/                  |             |
|    approx_kl            | 0.022650199 |
|    clip_fraction        | 0.26        |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.5       |
|    explained_variance   | 0.865       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.181      |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.0483     |
|    std                  | 0.943       |
|    value_loss           | 0.0488      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 293         |
|    ep_rew_mean          | 129         |
| time/                   |             |
|    fps                  | 4408        |
|    iterations           | 52          |
|    time_elapsed         | 193         |
|    total_timesteps      | 851968      |
| train/                  |             |
|    approx_kl            | 0.022798914 |
|    clip_fraction        | 0.265       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.5       |
|    explained_variance   | 0.86        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.182      |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.0493     |
|    std                  | 0.942       |
|    value_loss           | 0.0504      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 295         |
|    ep_rew_mean          | 126         |
| time/                   |             |
|    fps                  | 4407        |
|    iterations           | 53          |
|    time_elapsed         | 196         |
|    total_timesteps      | 868352      |
| train/                  |             |
|    approx_kl            | 0.022498159 |
|    clip_fraction        | 0.269       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.4       |
|    explained_variance   | 0.887       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.179      |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.0499     |
|    std                  | 0.941       |
|    value_loss           | 0.0442      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 130         |
| time/                   |             |
|    fps                  | 4407        |
|    iterations           | 54          |
|    time_elapsed         | 200         |
|    total_timesteps      | 884736      |
| train/                  |             |
|    approx_kl            | 0.022083431 |
|    clip_fraction        | 0.261       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.4       |
|    explained_variance   | 0.884       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.178      |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.0495     |
|    std                  | 0.94        |
|    value_loss           | 0.0463      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 298         |
|    ep_rew_mean          | 131         |
| time/                   |             |
|    fps                  | 4406        |
|    iterations           | 55          |
|    time_elapsed         | 204         |
|    total_timesteps      | 901120      |
| train/                  |             |
|    approx_kl            | 0.022260373 |
|    clip_fraction        | 0.255       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.4       |
|    explained_variance   | 0.885       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.18       |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.0484     |
|    std                  | 0.94        |
|    value_loss           | 0.0422      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 296         |
|    ep_rew_mean          | 128         |
| time/                   |             |
|    fps                  | 4406        |
|    iterations           | 56          |
|    time_elapsed         | 208         |
|    total_timesteps      | 917504      |
| train/                  |             |
|    approx_kl            | 0.022877127 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.4       |
|    explained_variance   | 0.877       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.178      |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.0496     |
|    std                  | 0.938       |
|    value_loss           | 0.0418      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 298         |
|    ep_rew_mean          | 125         |
| time/                   |             |
|    fps                  | 4405        |
|    iterations           | 57          |
|    time_elapsed         | 211         |
|    total_timesteps      | 933888      |
| train/                  |             |
|    approx_kl            | 0.023629092 |
|    clip_fraction        | 0.27        |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.3       |
|    explained_variance   | 0.929       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.182      |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.0498     |
|    std                  | 0.936       |
|    value_loss           | 0.0377      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 124         |
| time/                   |             |
|    fps                  | 4405        |
|    iterations           | 58          |
|    time_elapsed         | 215         |
|    total_timesteps      | 950272      |
| train/                  |             |
|    approx_kl            | 0.023696685 |
|    clip_fraction        | 0.276       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.3       |
|    explained_variance   | 0.878       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.176      |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.0509     |
|    std                  | 0.935       |
|    value_loss           | 0.0395      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 299         |
|    ep_rew_mean          | 129         |
| time/                   |             |
|    fps                  | 4406        |
|    iterations           | 59          |
|    time_elapsed         | 219         |
|    total_timesteps      | 966656      |
| train/                  |             |
|    approx_kl            | 0.023175552 |
|    clip_fraction        | 0.271       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.3       |
|    explained_variance   | 0.894       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.188      |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.0513     |
|    std                  | 0.933       |
|    value_loss           | 0.0389      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 298         |
|    ep_rew_mean          | 136         |
| time/                   |             |
|    fps                  | 4404        |
|    iterations           | 60          |
|    time_elapsed         | 223         |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.024282532 |
|    clip_fraction        | 0.273       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.3       |
|    explained_variance   | 0.895       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.177      |
|    n_updates            | 590         |
|    policy_gradient_loss | -0.0509     |
|    std                  | 0.932       |
|    value_loss           | 0.0387      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 297         |
|    ep_rew_mean          | 137         |
| time/                   |             |
|    fps                  | 4361        |
|    iterations           | 61          |
|    time_elapsed         | 229         |
|    total_timesteps      | 999424      |
| train/                  |             |
|    approx_kl            | 0.024327535 |
|    clip_fraction        | 0.28        |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.3       |
|    explained_variance   | 0.883       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.179      |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.049      |
|    std                  | 0.932       |
|    value_loss           | 0.046       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 298         |
|    ep_rew_mean          | 135         |
| time/                   |             |
|    fps                  | 4314        |
|    iterations           | 62          |
|    time_elapsed         | 235         |
|    total_timesteps      | 1015808     |
| train/                  |             |
|    approx_kl            | 0.024769653 |
|    clip_fraction        | 0.282       |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.2       |
|    explained_variance   | 0.843       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.177      |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.0513     |
|    std                  | 0.931       |
|    value_loss           | 0.04        |
-----------------------------------------
Done in 236.2 s (4233.7 env-steps/s)
Saved policy → /Users/lukas/weird_objects/hexapod_walker/policies/walker_v1/walker_v1.zip
Saved VecNormalize stats → /Users/lukas/weird_objects/hexapod_walker/policies/walker_v1/vec_normalize.pkl
