Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v3
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v3
Training 2500000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 506        |
| time/                   |            |
|    fps                  | 2936       |
|    iterations           | 46         |
|    time_elapsed         | 256        |
|    total_timesteps      | 753664     |
| train/                  |            |
|    approx_kl            | 0.09777208 |
|    clip_fraction        | 0.581      |
|    clip_range           | 0.2        |
|    entropy_loss         | 2.94       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0267    |
|    n_updates            | 450        |
|    policy_gradient_loss | -0.0136    |
|    std                  | 0.205      |
|    value_loss           | 0.00234    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 509        |
| time/                   |            |
|    fps                  | 2938       |
|    iterations           | 47         |
|    time_elapsed         | 262        |
|    total_timesteps      | 770048     |
| train/                  |            |
|    approx_kl            | 0.09101882 |
|    clip_fraction        | 0.574      |
|    clip_range           | 0.2        |
|    entropy_loss         | 2.97       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0332    |
|    n_updates            | 460        |
|    policy_gradient_loss | -0.0134    |
|    std                  | 0.205      |
|    value_loss           | 0.00186    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 507        |
| time/                   |            |
|    fps                  | 2941       |
|    iterations           | 48         |
|    time_elapsed         | 267        |
|    total_timesteps      | 786432     |
| train/                  |            |
|    approx_kl            | 0.09523821 |
|    clip_fraction        | 0.577      |
|    clip_range           | 0.2        |
|    entropy_loss         | 2.99       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0432    |
|    n_updates            | 470        |
|    policy_gradient_loss | -0.0139    |
|    std                  | 0.205      |
|    value_loss           | 0.00243    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 506        |
| time/                   |            |
|    fps                  | 2944       |
|    iterations           | 49         |
|    time_elapsed         | 272        |
|    total_timesteps      | 802816     |
| train/                  |            |
|    approx_kl            | 0.09308701 |
|    clip_fraction        | 0.581      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.02       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0276    |
|    n_updates            | 480        |
|    policy_gradient_loss | -0.0125    |
|    std                  | 0.205      |
|    value_loss           | 0.00227    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 515         |
| time/                   |             |
|    fps                  | 2950        |
|    iterations           | 50          |
|    time_elapsed         | 277         |
|    total_timesteps      | 819200      |
| train/                  |             |
|    approx_kl            | 0.089993306 |
|    clip_fraction        | 0.572       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.05        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0307     |
|    n_updates            | 490         |
|    policy_gradient_loss | -0.015      |
|    std                  | 0.204       |
|    value_loss           | 0.00236     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 514        |
| time/                   |            |
|    fps                  | 2956       |
|    iterations           | 51         |
|    time_elapsed         | 282        |
|    total_timesteps      | 835584     |
| train/                  |            |
|    approx_kl            | 0.09880317 |
|    clip_fraction        | 0.585      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.1        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0191    |
|    n_updates            | 500        |
|    policy_gradient_loss | -0.0129    |
|    std                  | 0.204      |
|    value_loss           | 0.00196    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 510        |
| time/                   |            |
|    fps                  | 2957       |
|    iterations           | 52         |
|    time_elapsed         | 288        |
|    total_timesteps      | 851968     |
| train/                  |            |
|    approx_kl            | 0.09886053 |
|    clip_fraction        | 0.585      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.12       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0351    |
|    n_updates            | 510        |
|    policy_gradient_loss | -0.0157    |
|    std                  | 0.204      |
|    value_loss           | 0.00205    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 499        |
| time/                   |            |
|    fps                  | 2959       |
|    iterations           | 53         |
|    time_elapsed         | 293        |
|    total_timesteps      | 868352     |
| train/                  |            |
|    approx_kl            | 0.09602145 |
|    clip_fraction        | 0.586      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.16       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0221    |
|    n_updates            | 520        |
|    policy_gradient_loss | -0.011     |
|    std                  | 0.203      |
|    value_loss           | 0.00257    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 499         |
| time/                   |             |
|    fps                  | 2961        |
|    iterations           | 54          |
|    time_elapsed         | 298         |
|    total_timesteps      | 884736      |
| train/                  |             |
|    approx_kl            | 0.108272456 |
|    clip_fraction        | 0.605       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.17        |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0336     |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.0116     |
|    std                  | 0.203       |
|    value_loss           | 0.00272     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 516        |
| time/                   |            |
|    fps                  | 2966       |
|    iterations           | 55         |
|    time_elapsed         | 303        |
|    total_timesteps      | 901120     |
| train/                  |            |
|    approx_kl            | 0.09357285 |
|    clip_fraction        | 0.582      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.19       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.027     |
|    n_updates            | 540        |
|    policy_gradient_loss | -0.0136    |
|    std                  | 0.203      |
|    value_loss           | 0.00184    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 506         |
| time/                   |             |
|    fps                  | 2970        |
|    iterations           | 56          |
|    time_elapsed         | 308         |
|    total_timesteps      | 917504      |
| train/                  |             |
|    approx_kl            | 0.098071955 |
|    clip_fraction        | 0.587       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.19        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0304     |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.0125     |
|    std                  | 0.203       |
|    value_loss           | 0.00192     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 516         |
| time/                   |             |
|    fps                  | 2975        |
|    iterations           | 57          |
|    time_elapsed         | 313         |
|    total_timesteps      | 933888      |
| train/                  |             |
|    approx_kl            | 0.104167685 |
|    clip_fraction        | 0.603       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.22        |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0247     |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.0153     |
|    std                  | 0.202       |
|    value_loss           | 0.00216     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 523        |
| time/                   |            |
|    fps                  | 2979       |
|    iterations           | 58         |
|    time_elapsed         | 318        |
|    total_timesteps      | 950272     |
| train/                  |            |
|    approx_kl            | 0.09802447 |
|    clip_fraction        | 0.58       |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.28       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0377    |
|    n_updates            | 570        |
|    policy_gradient_loss | -0.0141    |
|    std                  | 0.202      |
|    value_loss           | 0.00167    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 521        |
| time/                   |            |
|    fps                  | 2982       |
|    iterations           | 59         |
|    time_elapsed         | 324        |
|    total_timesteps      | 966656     |
| train/                  |            |
|    approx_kl            | 0.09738639 |
|    clip_fraction        | 0.585      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.32       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0209    |
|    n_updates            | 580        |
|    policy_gradient_loss | -0.00818   |
|    std                  | 0.201      |
|    value_loss           | 0.00202    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 528        |
| time/                   |            |
|    fps                  | 2986       |
|    iterations           | 60         |
|    time_elapsed         | 329        |
|    total_timesteps      | 983040     |
| train/                  |            |
|    approx_kl            | 0.09748652 |
|    clip_fraction        | 0.587      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.34       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0356    |
|    n_updates            | 590        |
|    policy_gradient_loss | -0.0129    |
|    std                  | 0.201      |
|    value_loss           | 0.00148    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 520         |
| time/                   |             |
|    fps                  | 2984        |
|    iterations           | 61          |
|    time_elapsed         | 334         |
|    total_timesteps      | 999424      |
| train/                  |             |
|    approx_kl            | 0.101019405 |
|    clip_fraction        | 0.595       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.37        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0262     |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0111     |
|    std                  | 0.201       |
|    value_loss           | 0.00191     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 522         |
| time/                   |             |
|    fps                  | 2985        |
|    iterations           | 62          |
|    time_elapsed         | 340         |
|    total_timesteps      | 1015808     |
| train/                  |             |
|    approx_kl            | 0.104779474 |
|    clip_fraction        | 0.601       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.39        |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0254     |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.0134     |
|    std                  | 0.201       |
|    value_loss           | 0.00174     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 525        |
| time/                   |            |
|    fps                  | 2990       |
|    iterations           | 63         |
|    time_elapsed         | 345        |
|    total_timesteps      | 1032192    |
| train/                  |            |
|    approx_kl            | 0.10573023 |
|    clip_fraction        | 0.595      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.44       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0475    |
|    n_updates            | 620        |
|    policy_gradient_loss | -0.0155    |
|    std                  | 0.2        |
|    value_loss           | 0.00169    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 532         |
| time/                   |             |
|    fps                  | 2995        |
|    iterations           | 64          |
|    time_elapsed         | 350         |
|    total_timesteps      | 1048576     |
| train/                  |             |
|    approx_kl            | 0.099592894 |
|    clip_fraction        | 0.597       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.47        |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.017      |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.014      |
|    std                  | 0.2         |
|    value_loss           | 0.00139     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 531         |
| time/                   |             |
|    fps                  | 2996        |
|    iterations           | 65          |
|    time_elapsed         | 355         |
|    total_timesteps      | 1064960     |
| train/                  |             |
|    approx_kl            | 0.100026965 |
|    clip_fraction        | 0.597       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.5         |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0307     |
|    n_updates            | 640         |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.199       |
|    value_loss           | 0.00136     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 513       |
| time/                   |           |
|    fps                  | 2995      |
|    iterations           | 66        |
|    time_elapsed         | 360       |
|    total_timesteps      | 1081344   |
| train/                  |           |
|    approx_kl            | 0.1146863 |
|    clip_fraction        | 0.608     |
|    clip_range           | 0.2       |
|    entropy_loss         | 3.54      |
|    explained_variance   | 0.993     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0323   |
|    n_updates            | 650       |
|    policy_gradient_loss | -0.0131   |
|    std                  | 0.199     |
|    value_loss           | 0.00169   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 510        |
| time/                   |            |
|    fps                  | 2997       |
|    iterations           | 67         |
|    time_elapsed         | 366        |
|    total_timesteps      | 1097728    |
| train/                  |            |
|    approx_kl            | 0.11643173 |
|    clip_fraction        | 0.606      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.57       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0271    |
|    n_updates            | 660        |
|    policy_gradient_loss | -0.0165    |
|    std                  | 0.199      |
|    value_loss           | 0.00181    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 513         |
| time/                   |             |
|    fps                  | 2996        |
|    iterations           | 68          |
|    time_elapsed         | 371         |
|    total_timesteps      | 1114112     |
| train/                  |             |
|    approx_kl            | 0.118000455 |
|    clip_fraction        | 0.619       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.64        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0403     |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.0123     |
|    std                  | 0.198       |
|    value_loss           | 0.00194     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 528         |
| time/                   |             |
|    fps                  | 2997        |
|    iterations           | 69          |
|    time_elapsed         | 377         |
|    total_timesteps      | 1130496     |
| train/                  |             |
|    approx_kl            | 0.116910934 |
|    clip_fraction        | 0.618       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.66        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0283     |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.00811    |
|    std                  | 0.198       |
|    value_loss           | 0.00201     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 534         |
| time/                   |             |
|    fps                  | 3001        |
|    iterations           | 70          |
|    time_elapsed         | 382         |
|    total_timesteps      | 1146880     |
| train/                  |             |
|    approx_kl            | 0.115434185 |
|    clip_fraction        | 0.611       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.68        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0354     |
|    n_updates            | 690         |
|    policy_gradient_loss | -0.015      |
|    std                  | 0.198       |
|    value_loss           | 0.00134     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 532        |
| time/                   |            |
|    fps                  | 3003       |
|    iterations           | 71         |
|    time_elapsed         | 387        |
|    total_timesteps      | 1163264    |
| train/                  |            |
|    approx_kl            | 0.10826974 |
|    clip_fraction        | 0.611      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.68       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0319    |
|    n_updates            | 700        |
|    policy_gradient_loss | -0.0112    |
|    std                  | 0.198      |
|    value_loss           | 0.00174    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 543        |
| time/                   |            |
|    fps                  | 3007       |
|    iterations           | 72         |
|    time_elapsed         | 392        |
|    total_timesteps      | 1179648    |
| train/                  |            |
|    approx_kl            | 0.11094294 |
|    clip_fraction        | 0.607      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.71       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0346    |
|    n_updates            | 710        |
|    policy_gradient_loss | -0.0122    |
|    std                  | 0.197      |
|    value_loss           | 0.00121    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 536         |
| time/                   |             |
|    fps                  | 3021        |
|    iterations           | 73          |
|    time_elapsed         | 395         |
|    total_timesteps      | 1196032     |
| train/                  |             |
|    approx_kl            | 0.114070535 |
|    clip_fraction        | 0.614       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.73        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0175     |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.0136     |
|    std                  | 0.197       |
|    value_loss           | 0.00122     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 533         |
| time/                   |             |
|    fps                  | 3036        |
|    iterations           | 74          |
|    time_elapsed         | 399         |
|    total_timesteps      | 1212416     |
| train/                  |             |
|    approx_kl            | 0.115890965 |
|    clip_fraction        | 0.618       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.78        |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0372     |
|    n_updates            | 730         |
|    policy_gradient_loss | -0.0115     |
|    std                  | 0.196       |
|    value_loss           | 0.00133     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 533        |
| time/                   |            |
|    fps                  | 3051       |
|    iterations           | 75         |
|    time_elapsed         | 402        |
|    total_timesteps      | 1228800    |
| train/                  |            |
|    approx_kl            | 0.12920164 |
|    clip_fraction        | 0.633      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.82       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.041     |
|    n_updates            | 740        |
|    policy_gradient_loss | -0.00999   |
|    std                  | 0.196      |
|    value_loss           | 0.00168    |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 300      |
|    ep_rew_mean          | 538      |
| time/                   |          |
|    fps                  | 3065     |
|    iterations           | 76       |
|    time_elapsed         | 406      |
|    total_timesteps      | 1245184  |
| train/                  |          |
|    approx_kl            | 0.117569 |
|    clip_fraction        | 0.619    |
|    clip_range           | 0.2      |
|    entropy_loss         | 3.84     |
|    explained_variance   | 0.997    |
|    learning_rate        | 0.0003   |
|    loss                 | -0.0284  |
|    n_updates            | 750      |
|    policy_gradient_loss | -0.0124  |
|    std                  | 0.196    |
|    value_loss           | 0.000955 |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 536        |
| time/                   |            |
|    fps                  | 3080       |
|    iterations           | 77         |
|    time_elapsed         | 409        |
|    total_timesteps      | 1261568    |
| train/                  |            |
|    approx_kl            | 0.12324342 |
|    clip_fraction        | 0.63       |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.85       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0283    |
|    n_updates            | 760        |
|    policy_gradient_loss | -0.00929   |
|    std                  | 0.196      |
|    value_loss           | 0.00155    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 542        |
| time/                   |            |
|    fps                  | 3095       |
|    iterations           | 78         |
|    time_elapsed         | 412        |
|    total_timesteps      | 1277952    |
| train/                  |            |
|    approx_kl            | 0.11520189 |
|    clip_fraction        | 0.621      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.87       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0413    |
|    n_updates            | 770        |
|    policy_gradient_loss | -0.0107    |
|    std                  | 0.196      |
|    value_loss           | 0.00121    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 547        |
| time/                   |            |
|    fps                  | 3107       |
|    iterations           | 79         |
|    time_elapsed         | 416        |
|    total_timesteps      | 1294336    |
| train/                  |            |
|    approx_kl            | 0.11915177 |
|    clip_fraction        | 0.623      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.89       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0352    |
|    n_updates            | 780        |
|    policy_gradient_loss | -0.0116    |
|    std                  | 0.195      |
|    value_loss           | 0.00111    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 526         |
| time/                   |             |
|    fps                  | 3121        |
|    iterations           | 80          |
|    time_elapsed         | 419         |
|    total_timesteps      | 1310720     |
| train/                  |             |
|    approx_kl            | 0.124420814 |
|    clip_fraction        | 0.626       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.94        |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0217     |
|    n_updates            | 790         |
|    policy_gradient_loss | -0.00784    |
|    std                  | 0.195       |
|    value_loss           | 0.0013      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 525        |
| time/                   |            |
|    fps                  | 3137       |
|    iterations           | 81         |
|    time_elapsed         | 422        |
|    total_timesteps      | 1327104    |
| train/                  |            |
|    approx_kl            | 0.13819972 |
|    clip_fraction        | 0.641      |
|    clip_range           | 0.2        |
|    entropy_loss         | 3.94       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0229    |
|    n_updates            | 800        |
|    policy_gradient_loss | -0.0107    |
|    std                  | 0.195      |
|    value_loss           | 0.00188    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 543         |
| time/                   |             |
|    fps                  | 3153        |
|    iterations           | 82          |
|    time_elapsed         | 426         |
|    total_timesteps      | 1343488     |
| train/                  |             |
|    approx_kl            | 0.124470524 |
|    clip_fraction        | 0.638       |
|    clip_range           | 0.2         |
|    entropy_loss         | 3.96        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.046      |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.00844    |
|    std                  | 0.195       |
|    value_loss           | 0.00138     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 540       |
| time/                   |           |
|    fps                  | 3168      |
|    iterations           | 83        |
|    time_elapsed         | 429       |
|    total_timesteps      | 1359872   |
| train/                  |           |
|    approx_kl            | 0.1361028 |
|    clip_fraction        | 0.627     |
|    clip_range           | 0.2       |
|    entropy_loss         | 3.99      |
|    explained_variance   | 0.996     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0338   |
|    n_updates            | 820       |
|    policy_gradient_loss | -0.0128   |
|    std                  | 0.194     |
|    value_loss           | 0.00108   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 534        |
| time/                   |            |
|    fps                  | 3184       |
|    iterations           | 84         |
|    time_elapsed         | 432        |
|    total_timesteps      | 1376256    |
| train/                  |            |
|    approx_kl            | 0.13657224 |
|    clip_fraction        | 0.636      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.04       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0247    |
|    n_updates            | 830        |
|    policy_gradient_loss | -0.00995   |
|    std                  | 0.194      |
|    value_loss           | 0.00133    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 537       |
| time/                   |           |
|    fps                  | 3200      |
|    iterations           | 85        |
|    time_elapsed         | 435       |
|    total_timesteps      | 1392640   |
| train/                  |           |
|    approx_kl            | 0.1285524 |
|    clip_fraction        | 0.638     |
|    clip_range           | 0.2       |
|    entropy_loss         | 4.06      |
|    explained_variance   | 0.994     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0219   |
|    n_updates            | 840       |
|    policy_gradient_loss | -0.009    |
|    std                  | 0.193     |
|    value_loss           | 0.00159   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 535        |
| time/                   |            |
|    fps                  | 3216       |
|    iterations           | 86         |
|    time_elapsed         | 438        |
|    total_timesteps      | 1409024    |
| train/                  |            |
|    approx_kl            | 0.12548678 |
|    clip_fraction        | 0.632      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.09       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0187    |
|    n_updates            | 850        |
|    policy_gradient_loss | -0.011     |
|    std                  | 0.193      |
|    value_loss           | 0.00108    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 531        |
| time/                   |            |
|    fps                  | 3231       |
|    iterations           | 87         |
|    time_elapsed         | 441        |
|    total_timesteps      | 1425408    |
| train/                  |            |
|    approx_kl            | 0.12929097 |
|    clip_fraction        | 0.638      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.1        |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0413    |
|    n_updates            | 860        |
|    policy_gradient_loss | -0.00813   |
|    std                  | 0.193      |
|    value_loss           | 0.00133    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 523        |
| time/                   |            |
|    fps                  | 3246       |
|    iterations           | 88         |
|    time_elapsed         | 444        |
|    total_timesteps      | 1441792    |
| train/                  |            |
|    approx_kl            | 0.14251737 |
|    clip_fraction        | 0.64       |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.13       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0462    |
|    n_updates            | 870        |
|    policy_gradient_loss | -0.0103    |
|    std                  | 0.193      |
|    value_loss           | 0.00122    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 535        |
| time/                   |            |
|    fps                  | 3261       |
|    iterations           | 89         |
|    time_elapsed         | 447        |
|    total_timesteps      | 1458176    |
| train/                  |            |
|    approx_kl            | 0.14396027 |
|    clip_fraction        | 0.66       |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.15       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0328    |
|    n_updates            | 880        |
|    policy_gradient_loss | 0.000835   |
|    std                  | 0.193      |
|    value_loss           | 0.00185    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 552        |
| time/                   |            |
|    fps                  | 3276       |
|    iterations           | 90         |
|    time_elapsed         | 449        |
|    total_timesteps      | 1474560    |
| train/                  |            |
|    approx_kl            | 0.12660769 |
|    clip_fraction        | 0.632      |
|    clip_range           | 0.2        |
